date,ABN AMRO BANK - DIVIDEND YIELD,ABN AMRO BANK - MRKT VALUE TO BOOK,ADYEN - DIVIDEND YIELD,ADYEN - MRKT VALUE TO BOOK,AEGON - DIVIDEND YIELD,AEGON - MRKT VALUE TO BOOK,KONINKLIJKE AHOLD DELHAIZE - DIVIDEND YIELD,KONINKLIJKE AHOLD DELHAIZE - MRKT VALUE TO BOOK,AKZO NOBEL - DIVIDEND YIELD,AKZO NOBEL - MRKT VALUE TO BOOK,ARCELORMITTAL - DIVIDEND YIELD,ARCELORMITTAL - MRKT VALUE TO BOOK,ASM INTERNATIONAL - DIVIDEND YIELD,ASM INTERNATIONAL - MRKT VALUE TO BOOK,ASML HOLDING - DIVIDEND YIELD,ASML HOLDING - MRKT VALUE TO BOOK,ASR NEDERLAND - DIVIDEND YIELD,ASR NEDERLAND - MRKT VALUE TO BOOK,BE SEMICONDUCTOR INDUSTRIES - DIVIDEND YIELD,BE SEMICONDUCTOR INDUSTRIES - MRKT VALUE TO BOOK,DSM FIRMENICH - DIVIDEND YIELD,DSM FIRMENICH - MRKT VALUE TO BOOK,EXOR NV ORD - DIVIDEND YIELD,HEINEKEN - DIVIDEND YIELD,HEINEKEN - MRKT VALUE TO BOOK,IMCD GROUP - DIVIDEND YIELD,IMCD GROUP - MRKT VALUE TO BOOK,ING GROEP - DIVIDEND YIELD,ING GROEP - MRKT VALUE TO BOOK,KPN KON - DIVIDEND YIELD,KPN KON - MRKT VALUE TO BOOK,NN GROUP - DIVIDEND YIELD,NN GROUP - MRKT VALUE TO BOOK,PHILIPS ELTN.KONINKLIJKE - DIVIDEND YIELD,PHILIPS ELTN.KONINKLIJKE - MRKT VALUE TO BOOK,PROSUS N - DIVIDEND YIELD,PROSUS N - MRKT VALUE TO BOOK,RANDSTAD - DIVIDEND YIELD,RANDSTAD - MRKT VALUE TO BOOK,RELX (AMS) - DIVIDEND YIELD,SHELL (AMS) - DIVIDEND YIELD,SHELL (AMS) - MRKT VALUE TO BOOK,UNIVERSAL MUSIC GROUP - DIVIDEND YIELD,UNIVERSAL MUSIC GROUP - MRKT VALUE TO BOOK,UNILEVER (UK) (AMS) - DIVIDEND YIELD,WOLTERS KLUWER - DIVIDEND YIELD,WOLTERS KLUWER - MRKT VALUE TO BOOK
10/26/2019,8.25,0.82,0.0,21.67,7.5,0.45,2.85,1.92,2.22,2.97,1.27,0.42,1.11,2.55,0.93,7.3,5.33,0.91,5.01,8.94,,,,1.79,3.28,1.14,4.25,6.55,0.75,4.32,6.05,5.84,0.38,2.14,2.85,0.0,3.86,6.74,2.06,2.27,6.21,1.3,,,,1.52,7.39
11/26/2019,8.9,0.76,0.0,23.45,7.36,0.46,2.73,1.86,2.11,2.78,1.12,0.47,1.5,2.82,0.89,7.56,5.37,0.91,4.92,9.1,,,,1.75,3.37,1.05,4.65,6.55,0.75,4.44,5.88,5.73,0.39,2.03,3.01,0.0,3.93,6.39,2.17,2.22,6.38,1.26,,,,1.51,7.44
12/26/2019,8.6,0.79,0.0,25.37,7.33,0.46,2.85,1.78,2.0,2.93,1.12,0.47,1.46,2.9,0.83,8.13,5.3,0.92,4.78,9.37,,,,1.72,3.42,1.01,4.79,6.29,0.78,4.73,5.52,5.84,0.38,1.93,3.16,0.0,4.11,6.16,2.25,2.17,6.35,1.26,,,,1.48,7.59
1/26/2020,8.87,0.78,0.0,20.5,7.79,0.35,2.9,1.99,2.09,3.06,1.27,0.47,1.21,3.43,0.81,7.53,5.18,0.93,4.26,8.45,,,,1.64,4.32,1.01,3.3,6.65,0.73,4.57,5.41,6.17,0.3,1.86,3.45,0.0,4.2,6.23,2.13,2.0,6.49,1.6,,,,1.41,9.1
2/26/2020,9.99,0.69,0.0,19.89,8.77,0.32,3.36,2.0,2.4,2.75,1.28,0.46,1.27,3.27,0.9,7.44,5.42,0.89,2.72,8.0,,,,1.72,4.2,1.06,3.16,7.41,0.65,5.19,4.76,6.28,0.32,2.1,3.06,0.0,4.23,6.77,1.96,2.32,7.9,1.31,,,,1.69,9.13
3/26/2020,16.4,0.42,0.0,19.16,12.35,0.22,3.76,1.79,3.16,2.09,2.05,0.29,1.7,2.44,0.96,6.93,7.81,0.62,3.61,6.03,,,,2.27,3.18,1.42,2.65,11.34,0.43,5.76,4.29,8.88,0.23,2.38,2.69,0.0,3.94,0.0,1.33,2.83,10.65,0.97,,,,1.91,8.07
4/26/2020,22.19,0.31,0.0,21.42,6.97,0.2,3.31,2.03,2.78,2.37,1.99,0.3,1.48,2.79,0.9,7.42,8.03,0.6,3.42,6.37,,,,1.38,3.24,1.16,3.23,0.0,0.33,6.34,3.9,9.1,0.22,2.14,3.0,0.0,2.99,0.0,1.33,2.77,10.53,0.98,,,,1.74,8.86
5/26/2020,19.74,0.35,0.0,27.55,6.19,0.22,3.41,1.97,2.56,2.49,0.0,0.31,1.41,2.94,0.82,8.17,7.37,0.66,2.86,7.61,,,,1.31,3.41,1.06,3.55,0.0,0.41,5.74,4.31,7.93,0.24,2.07,3.1,0.0,3.49,0.0,1.51,2.59,9.45,0.92,,,,1.76,8.77
6/26/2020,18.87,0.37,0.0,31.88,5.8,0.24,3.17,2.12,2.39,2.67,0.0,0.32,1.15,3.61,0.74,9.01,6.7,0.72,2.66,8.17,,,,1.24,3.59,1.08,3.48,0.0,0.43,5.36,4.61,7.35,0.26,2.04,3.15,0.0,3.54,0.0,1.57,2.64,9.57,0.9,,,,1.73,8.91
7/26/2020,18.2,0.38,0.0,33.63,5.66,0.24,3.04,2.21,2.32,2.75,0.0,0.36,1.08,3.84,0.74,8.97,6.34,0.76,2.71,8.05,,,,1.25,3.56,1.02,3.69,0.0,0.46,5.22,4.74,6.76,0.28,1.91,3.42,0.0,3.64,0.0,1.69,2.73,10.17,0.85,,,,1.75,8.81
8/26/2020,0.0,0.41,0.0,36.58,2.49,0.22,3.65,2.33,2.24,2.84,0.0,0.37,1.15,3.49,0.74,9.06,6.21,0.85,2.47,8.82,,,,1.32,3.38,0.98,3.83,0.0,0.5,5.61,4.44,7.08,0.28,2.0,3.26,0.0,3.88,0.0,1.79,2.62,8.82,0.78,,,,1.68,9.19
9/26/2020,0.0,0.33,0.0,39.64,2.92,0.19,3.76,2.26,2.27,2.81,0.0,0.37,1.25,3.22,0.78,8.55,7.01,0.76,2.78,7.83,,,,1.39,3.21,0.89,4.56,0.0,0.42,6.27,3.98,7.3,0.28,2.2,2.96,0.0,3.45,0.0,1.68,2.65,10.06,0.68,,,,1.61,9.57
10/26/2020,0.0,0.37,0.0,38.33,2.41,0.23,3.96,2.15,2.28,2.83,0.0,0.45,1.22,3.3,0.82,8.6,7.11,0.75,2.72,7.85,,,,1.29,3.48,0.88,4.64,0.0,0.46,5.26,4.74,7.12,0.29,2.06,3.17,0.0,3.59,0.0,1.85,2.84,10.63,0.65,,,,1.68,9.03
11/26/2020,0.0,0.47,0.0,39.19,1.93,0.29,4.07,2.09,2.22,2.9,0.0,0.55,1.05,3.85,0.71,9.94,6.15,0.86,2.38,8.99,,,,1.18,3.8,0.88,4.63,0.0,0.59,4.97,5.01,6.55,0.31,1.99,3.29,0.0,4.16,0.0,1.97,2.58,5.52,0.93,,,,1.95,8.96
12/26/2020,0.0,0.4,0.0,49.0,1.89,0.29,4.09,2.08,2.16,2.99,0.0,0.68,0.84,4.78,0.65,10.79,5.96,0.89,2.04,10.48,,,,1.16,3.86,0.85,4.78,0.0,0.57,5.0,4.98,6.29,0.32,1.93,3.38,0.0,3.97,0.0,2.14,2.5,5.61,0.91,,,3.44,1.98,8.8
1/26/2021,0.0,0.39,0.0,31.12,1.75,0.3,3.99,1.93,2.26,2.99,0.0,0.47,0.68,4.88,0.6,16.24,5.95,0.78,1.76,7.28,,,,1.19,2.91,0.84,4.17,0.0,0.55,4.83,4.01,6.38,0.36,1.8,2.98,0.0,4.43,0.0,1.98,2.37,5.26,0.97,,,3.29,1.96,7.67
2/26/2021,7.14,0.45,0.0,32.12,3.03,0.34,4.12,1.75,2.28,3.01,1.27,0.5,0.89,4.97,0.59,16.48,5.9,0.82,2.73,7.91,,,,0.86,2.71,1.0,3.98,1.33,0.65,4.8,4.17,6.1,0.38,1.89,2.84,0.0,4.35,5.85,2.08,2.75,3.29,1.04,,,3.95,2.07,7.27
3/26/2021,6.55,0.49,0.0,31.67,2.99,0.35,3.82,1.89,2.04,3.35,1.03,0.62,0.84,5.31,0.53,18.31,5.41,0.9,2.49,8.66,,,,0.8,2.9,0.85,4.71,1.18,0.73,4.48,4.46,5.65,0.41,1.77,3.03,0.0,4.19,5.42,2.25,2.53,3.24,1.05,,,3.59,1.87,8.05
4/26/2021,6.46,0.49,0.0,35.54,3.11,0.33,3.97,1.82,1.95,3.52,0.95,0.66,0.78,5.71,0.49,19.73,5.47,0.89,2.31,9.35,,,,0.73,3.18,0.83,4.81,1.14,0.76,4.58,4.37,5.57,0.42,1.75,3.06,0.0,5.14,5.29,2.3,2.41,3.49,0.98,,,3.62,1.89,8.37
5/26/2021,6.39,0.5,0.0,32.06,3.14,0.33,3.79,1.9,1.89,3.63,0.97,0.65,0.8,5.54,0.51,19.19,5.86,0.83,2.64,8.17,,,,0.71,3.27,0.76,5.24,1.08,0.8,4.68,4.27,5.72,0.39,1.82,2.94,0.0,4.73,5.19,2.35,2.47,3.46,0.99,,,3.42,1.8,8.78
6/26/2021,6.34,0.5,0.0,33.67,3.35,0.31,3.65,1.98,1.84,3.73,0.94,0.68,0.75,5.93,0.47,20.6,6.09,0.8,2.44,8.85,,,,0.68,3.42,0.75,5.28,1.07,0.81,4.95,4.04,5.77,0.39,2.0,2.69,0.0,4.57,5.02,2.42,2.37,3.17,1.08,,,3.43,1.69,9.36
7/26/2021,6.92,0.46,0.0,38.63,3.3,0.31,3.48,2.07,1.9,3.55,0.87,0.73,0.65,6.79,0.43,22.6,5.87,0.83,2.33,9.24,,,,0.7,3.31,0.71,5.61,1.1,0.79,4.83,4.14,5.57,0.4,2.18,2.48,0.0,4.07,4.86,2.5,2.23,3.36,1.02,,,3.6,1.53,10.36
8/26/2021,5.8,0.55,0.0,44.74,3.3,0.37,2.89,2.3,1.89,3.56,0.86,0.69,0.63,6.99,0.4,24.38,6.77,0.93,2.27,9.48,,,,1.06,3.06,0.62,6.41,5.14,0.84,4.88,4.16,5.39,0.43,2.23,2.42,0.0,5.05,5.2,2.34,2.2,3.7,1.03,,,3.59,1.47,10.78
9/26/2021,5.83,0.55,0.0,44.93,3.35,0.36,2.88,2.31,2.0,3.37,0.95,0.59,0.57,7.7,0.37,25.8,7.01,0.9,2.15,10.03,,,,1.09,3.0,0.61,6.57,5.04,0.86,4.77,4.26,5.35,0.43,2.19,2.47,0.0,5.0,5.6,2.17,2.18,3.46,1.1,0.0,20.94,3.65,1.5,10.36
10/26/2021,5.24,0.61,0.0,45.87,3.08,0.39,2.93,2.27,2.02,3.35,0.84,0.67,0.57,7.77,0.49,23.73,6.59,0.95,2.39,9.02,,,,1.04,3.12,0.53,7.48,4.55,0.96,4.9,4.14,5.16,0.45,2.06,2.62,0.0,5.49,5.16,2.36,2.1,2.95,1.3,1.59,22.43,3.65,1.56,9.98
11/26/2021,5.47,0.58,0.0,40.83,3.57,0.34,2.74,2.43,2.05,3.31,1.01,0.56,0.52,8.52,0.49,23.93,7.2,0.87,2.1,10.27,,,,1.05,3.09,0.51,7.74,4.96,0.88,5.05,4.02,5.5,0.42,2.59,2.09,0.0,5.08,5.71,2.13,2.06,3.79,1.13,1.57,22.78,3.63,1.58,10.82
12/26/2021,5.35,0.6,0.0,38.6,3.19,0.38,2.77,2.4,2.09,3.25,0.86,0.65,0.52,8.42,0.48,24.53,6.7,0.94,2.27,9.49,,,,1.0,3.26,0.53,7.57,4.91,0.88,4.84,4.19,5.05,0.46,2.68,2.02,0.0,5.16,5.54,2.2,1.99,3.58,1.19,1.64,21.72,3.64,1.55,11.01
1/26/2022,4.69,0.66,0.0,22.41,2.8,0.92,2.94,2.02,2.11,3.9,0.9,0.52,0.67,5.36,0.93,21.25,6.47,0.75,2.27,9.38,,,,1.0,2.88,0.67,5.2,4.56,1.03,4.68,4.46,4.88,0.98,2.92,1.94,0.0,5.04,5.64,2.15,2.1,3.04,1.41,1.83,16.88,3.7,1.79,9.98
2/26/2022,5.03,0.55,0.0,23.26,3.74,0.83,3.53,1.92,2.28,3.65,1.21,0.52,0.91,4.95,0.93,21.22,6.08,0.71,4.4,9.47,,,,1.34,2.73,1.15,4.82,5.44,0.89,4.49,4.71,5.38,0.89,2.76,2.05,0.0,3.88,3.54,2.32,2.19,2.92,2.72,2.09,14.79,3.89,1.77,10.09
3/26/2022,5.23,0.53,0.0,23.68,3.63,0.86,3.32,2.04,2.58,3.21,1.06,0.6,0.75,5.94,0.89,22.34,5.81,0.75,4.1,10.16,,,,1.42,2.58,1.06,5.21,6.62,0.73,4.34,4.87,5.61,0.88,3.14,1.81,0.0,3.43,3.77,2.17,2.14,2.75,2.87,1.71,18.07,4.27,1.64,10.88
4/26/2022,5.16,0.53,0.0,20.09,3.4,0.92,3.36,2.02,2.47,3.35,1.23,0.51,0.85,5.25,1.04,19.07,5.6,0.78,5.22,7.98,,,,1.31,2.8,1.09,5.07,6.66,0.73,4.11,5.14,5.4,0.92,3.44,1.65,0.0,3.46,4.26,1.92,2.07,2.77,2.83,1.77,17.44,4.02,1.65,10.83
5/26/2022,5.65,0.49,0.0,18.86,3.39,0.92,3.73,1.82,2.41,3.44,1.12,0.53,0.9,4.96,1.06,18.62,5.44,0.8,6.2,6.94,,,,1.35,2.7,1.19,4.65,6.13,0.79,4.01,5.27,5.37,0.9,3.59,1.58,0.0,3.69,4.26,1.93,2.22,3.08,3.15,1.95,15.82,4.17,1.73,10.34
6/26/2022,5.36,0.51,0.0,18.14,4.0,0.78,3.81,1.78,3.07,2.7,1.47,0.4,1.01,4.43,1.13,17.46,6.49,0.67,6.83,6.29,,,,1.39,2.62,1.26,4.38,6.34,0.77,4.03,5.24,5.83,0.83,4.12,1.4,0.0,4.31,4.62,1.77,2.31,3.57,2.68,2.0,15.43,3.93,1.74,10.26
7/26/2022,6.3,0.44,0.0,20.05,4.15,0.75,3.6,1.89,3.11,2.67,1.46,0.41,0.92,4.86,1.16,18.54,6.14,0.71,6.93,6.2,,,,1.3,2.82,1.11,4.99,6.7,0.7,4.14,5.1,5.61,0.86,4.05,1.41,0.21,5.41,4.67,1.75,2.12,3.5,2.73,1.87,16.47,3.57,1.52,11.71
8/26/2022,9.78,0.43,0.0,20.57,4.45,0.83,3.56,1.97,3.1,2.67,1.41,0.42,0.86,5.18,1.14,18.78,6.12,0.75,6.68,6.44,,,0.67,1.59,2.7,1.1,5.0,8.45,0.66,4.37,4.94,6.39,0.78,5.01,1.14,0.22,5.28,4.72,1.74,2.26,3.33,3.0,2.16,15.73,3.69,1.51,11.8
9/26/2022,9.79,0.43,0.0,16.22,4.66,0.79,3.68,1.9,3.48,2.38,1.58,0.37,1.01,4.42,1.33,16.11,6.31,0.72,7.48,5.75,,,0.66,1.63,2.63,1.34,4.11,8.03,0.69,4.88,4.42,6.43,0.77,5.25,1.09,0.25,4.35,4.72,1.74,2.49,3.71,2.65,2.36,14.39,3.76,1.6,10.93
10/26/2022,9.46,0.44,0.0,18.88,4.57,0.8,3.49,2.01,3.13,2.65,1.42,0.42,0.97,4.6,1.31,17.68,6.07,0.75,6.32,6.8,,,0.64,1.75,2.46,1.23,4.5,7.45,0.75,5.14,4.2,6.06,0.82,6.43,0.89,0.32,3.42,4.41,1.86,2.28,3.44,2.84,2.1,16.19,3.83,1.47,11.92
11/26/2022,7.61,0.55,0.0,19.19,4.25,0.86,3.48,2.01,2.83,2.94,1.3,0.46,0.98,4.56,1.12,20.68,5.87,0.86,5.43,7.92,,,0.57,1.64,2.63,1.12,4.93,6.34,0.87,4.77,4.52,6.23,0.8,6.01,0.95,0.24,4.57,3.84,2.14,2.26,3.42,2.91,1.96,17.28,3.52,1.49,11.74
12/26/2022,7.04,0.6,0.0,16.7,4.09,0.9,3.53,1.79,3.12,2.66,1.32,0.45,1.04,4.33,1.25,18.62,5.66,0.89,5.84,7.36,,,0.63,1.64,2.63,1.18,4.67,6.39,0.86,4.71,4.48,6.23,0.76,6.04,0.94,0.22,4.99,3.8,2.16,2.34,3.48,2.84,1.97,17.23,3.52,1.58,11.1
1/26/2023,6.12,0.64,0.0,13.25,3.94,1.42,3.66,1.8,2.9,2.76,1.13,0.52,0.79,4.82,0.96,15.4,5.97,0.72,5.0,12.82,,,0.59,1.6,2.62,1.11,4.83,5.65,0.95,4.57,4.78,6.47,0.49,5.49,1.14,0.18,6.12,3.72,2.3,2.26,3.53,2.79,1.88,14.33,3.66,1.59,14.51
2/26/2023,6.09,0.69,0.0,13.04,4.77,1.35,3.51,2.02,2.89,2.77,1.27,0.5,0.79,4.81,1.03,14.4,6.44,0.7,4.02,13.65,,,0.56,1.78,2.79,1.65,4.74,4.96,0.94,4.44,5.06,7.32,0.47,5.47,1.15,0.21,5.24,4.97,2.24,2.14,3.52,2.94,1.97,13.66,3.52,1.64,16.29
3/26/2023,6.89,0.61,0.0,13.91,6.0,1.07,3.46,2.05,2.98,2.62,1.36,0.47,0.75,5.1,1.0,14.89,7.45,0.61,3.75,14.62,,,0.59,1.77,2.81,1.66,4.72,6.18,0.75,4.45,5.05,8.68,0.4,5.74,1.09,0.2,5.55,5.06,2.21,2.09,3.95,2.59,2.24,13.97,3.5,1.6,16.67
4/26/2023,6.83,0.61,0.0,14.03,5.68,1.13,3.35,2.07,2.66,2.94,1.39,0.46,0.78,4.88,1.07,13.84,6.82,0.66,3.48,15.77,0.0,0.78,0.6,1.66,2.99,1.72,4.56,5.71,0.79,4.39,5.13,8.29,0.42,4.46,1.41,0.21,7.57,5.87,1.9,2.03,3.59,2.84,2.43,12.92,3.38,1.51,17.6
5/26/2023,6.85,0.61,0.0,15.04,5.3,1.21,3.45,2.01,2.74,2.85,1.46,0.42,0.62,6.22,0.87,16.96,6.67,0.68,2.79,19.68,0.0,1.28,0.56,1.74,2.86,1.66,4.71,5.28,0.86,4.41,5.1,8.01,0.43,4.47,1.41,0.22,7.31,6.07,1.84,2.14,3.76,2.78,2.72,11.53,3.59,1.68,15.83
6/26/2023,7.15,0.59,0.0,15.16,5.11,1.26,3.47,2.0,2.78,2.81,1.43,0.43,0.66,5.79,0.92,16.1,6.79,0.66,2.92,18.82,0.0,1.08,0.56,1.84,2.7,1.86,4.22,5.41,0.84,4.46,5.04,8.37,0.41,4.31,1.46,0.22,7.14,6.1,1.83,2.03,3.73,2.79,2.64,11.87,3.64,1.56,17.04
7/26/2023,6.5,0.65,0.0,15.2,4.69,1.37,3.34,2.07,2.57,3.05,1.38,0.45,0.64,6.02,0.95,15.36,6.57,0.98,2.78,19.72,0.0,1.17,0.53,1.76,2.82,1.75,4.46,4.89,0.93,4.47,5.17,8.0,0.43,4.32,1.45,0.1,7.14,5.54,2.01,2.06,3.63,2.84,2.34,13.41,3.52,1.61,16.54
8/26/2023,9.78,0.56,0.0,7.53,5.48,1.28,3.59,1.98,2.69,2.91,1.47,0.42,0.59,6.48,0.99,14.78,6.58,0.97,2.77,19.83,0.0,0.98,0.55,2.14,2.57,1.92,4.09,6.24,0.93,4.62,5.0,8.17,0.42,3.99,1.57,0.11,6.52,5.32,2.1,2.21,3.85,2.81,2.23,14.05,3.71,1.74,16.12
9/26/2023,9.84,0.49,0.0,6.39,5.56,1.26,3.75,1.9,2.88,2.72,1.54,0.4,0.67,5.73,1.08,13.49,6.9,0.96,3.24,16.91,0.0,0.91,0.53,2.27,2.43,2.01,3.9,6.61,0.88,4.68,4.83,8.03,0.43,4.18,1.5,0.12,4.13,5.58,2.0,2.06,3.57,3.02,2.15,14.6,3.73,1.67,16.15
10/26/2023,10.24,0.25,0.0,6.59,5.72,1.22,3.87,1.82,3.16,2.47,1.69,0.37,0.65,5.93,1.06,13.94,7.99,0.83,2.86,19.21,0.0,0.91,0.54,2.28,2.42,2.14,3.65,6.87,0.84,4.61,4.9,9.71,0.36,4.68,1.34,0.12,3.9,5.78,1.93,2.0,3.45,3.1,2.03,15.45,3.85,1.59,16.94
11/26/2023,10.27,0.25,0.0,10.57,5.25,1.33,4.02,1.75,2.85,2.74,1.7,0.39,0.54,7.04,0.94,15.73,7.5,0.88,2.31,23.74,0.0,1.06,0.5,2.29,2.41,1.72,4.55,6.46,0.9,4.63,4.88,9.08,0.38,4.15,1.51,0.11,4.57,5.22,2.14,1.86,3.79,2.98,2.1,14.91,3.94,1.51,17.92
12/26/2023,9.59,0.28,0.0,11.5,4.97,1.41,4.13,1.7,2.65,2.95,1.46,0.46,0.53,7.26,0.87,17.0,6.58,1.0,2.07,26.53,0.0,1.06,0.48,2.09,2.64,1.52,5.14,6.04,0.96,4.71,4.8,8.21,0.43,3.87,1.6,0.13,3.84,4.99,2.24,1.83,3.85,2.92,1.99,15.75,3.95,1.47,18.36
1/26/2024,9.28,0.28,0.0,8.51,4.69,1.37,4.16,1.6,2.77,2.67,1.5,0.46,0.48,6.91,0.75,17.24,6.46,0.98,2.0,23.12,0.0,1.13,0.51,2.09,2.7,1.67,3.64,6.26,0.91,4.64,4.92,7.68,0.46,3.87,1.6,0.11,4.24,5.4,2.31,1.7,4.0,2.8,1.84,11.17,3.86,1.38,22.19
2/26/2024,10.32,0.3,0.0,10.68,4.83,1.34,4.0,1.7,2.97,2.48,1.82,0.43,0.43,7.61,0.69,18.81,6.54,0.97,1.32,26.45,0.96,1.15,0.44,1.99,2.56,1.67,3.65,8.78,0.88,4.47,5.21,7.77,0.45,4.37,1.42,0.12,4.18,6.98,2.23,1.68,4.09,2.82,1.89,10.88,3.72,1.41,23.69
3/26/2024,9.84,0.33,0.0,11.27,5.31,1.4,4.01,1.69,2.87,2.57,1.7,0.45,0.47,7.65,0.66,19.47,6.5,1.0,1.46,23.89,0.88,1.25,0.43,1.95,2.61,1.37,4.2,7.41,1.04,4.39,5.31,7.58,0.51,4.38,1.41,0.11,4.24,6.88,2.26,1.73,3.84,3.0,1.9,10.83,3.76,1.44,23.23
4/26/2024,9.93,0.33,0.0,8.65,5.15,1.44,3.93,1.71,3.15,2.34,1.8,0.43,0.44,8.23,0.69,18.57,6.24,1.05,1.65,21.11,0.89,1.24,0.45,1.89,2.69,1.58,3.65,7.42,0.98,4.38,5.32,7.42,0.52,4.12,1.5,0.1,4.59,7.65,2.03,1.77,3.51,3.26,1.85,11.14,3.6,1.46,22.99
5/26/2024,9.75,0.33,0.0,8.92,4.81,1.55,3.79,1.77,3.07,2.41,1.8,0.43,0.41,8.81,0.68,19.04,6.05,1.08,1.53,22.73,0.88,1.25,0.44,1.83,2.78,1.59,3.62,6.76,1.07,4.36,5.35,7.1,0.54,3.26,1.96,0.09,5.05,7.1,2.19,1.66,3.8,3.11,1.77,11.65,3.4,1.38,24.33
6/26/2024,9.88,0.34,0.0,8.31,5.09,1.46,3.95,1.7,3.43,2.15,2.0,0.38,0.39,9.19,0.63,20.47,6.47,1.01,1.4,24.92,0.88,1.25,0.46,1.85,2.75,1.71,3.37,6.98,1.04,4.23,5.52,7.44,0.52,3.38,1.88,0.29,4.93,8.36,1.86,1.62,3.76,3.13,1.81,11.41,3.29,1.36,24.69
7/26/2024,9.19,0.36,0.0,7.95,5.11,1.35,3.69,1.8,3.49,2.12,2.06,0.37,0.45,7.99,0.75,17.74,6.27,1.04,1.75,19.9,0.84,1.31,0.49,1.91,2.67,1.71,3.38,6.5,1.12,4.57,5.65,6.98,0.55,3.43,1.86,0.32,4.45,7.84,1.98,1.66,3.76,3.11,2.39,8.62,3.06,1.33,25.11
8/26/2024,9.68,0.34,0.0,9.65,5.9,1.25,3.66,1.84,3.51,2.11,2.04,0.38,0.46,7.81,0.77,17.24,6.47,1.04,1.81,19.28,0.78,1.41,0.46,2.15,2.37,1.57,3.66,7.92,1.05,4.55,5.67,7.63,0.53,3.02,2.11,0.3,4.63,8.18,1.9,1.71,3.82,3.06,2.19,9.43,3.01,1.45,24.3
9/26/2024,9.05,0.36,0.0,10.21,5.54,1.33,3.6,1.87,3.19,2.32,1.84,0.42,0.47,7.66,0.81,16.43,6.73,1.0,1.91,18.24,0.78,1.4,0.47,2.19,2.32,1.45,3.97,7.63,1.09,4.5,5.65,7.53,0.54,2.88,2.21,0.26,5.45,8.18,1.9,1.65,4.26,2.73,2.17,9.5,2.94,1.41,23.98
10/26/2024,9.78,0.35,0.0,10.41,5.43,1.36,3.61,1.85,3.33,2.22,1.92,0.4,0.53,6.87,0.94,14.36,6.74,1.0,2.04,17.1,0.81,1.35,0.46,2.17,2.34,1.5,3.86,8.08,1.03,4.42,5.75,7.3,0.55,2.76,2.31,0.25,5.57,8.19,1.9,1.62,4.04,2.87,2.16,9.54,3.0,1.38,24.5
11/26/2024,10.21,0.33,0.0,10.3,5.43,1.36,3.41,1.96,3.6,2.05,1.86,0.41,0.55,6.64,0.97,13.84,6.65,1.01,1.94,17.95,0.89,1.24,0.49,2.48,2.05,1.61,3.72,8.78,0.93,4.56,5.57,7.65,0.53,3.16,2.02,0.26,5.33,8.66,1.79,1.6,4.11,2.84,2.27,9.09,3.14,1.39,24.29
12/26/2024,10.18,0.33,0.0,10.68,5.71,1.27,3.55,1.86,3.52,2.1,1.92,0.4,0.48,7.5,0.91,14.89,6.65,1.01,1.59,21.85,0.95,1.16,0.52,2.53,2.01,1.58,3.78,8.54,0.95,4.73,5.37,8.07,0.5,3.32,1.92,0.26,5.45,8.86,1.75,1.64,4.29,2.71,2.08,9.93,3.21,1.37,24.62
1/26/2025,9.29,0.38,0.0,11.31,5.12,1.41,3.32,1.99,3.27,2.26,1.8,0.43,0.45,8.02,0.89,14.94,6.36,1.06,1.58,22.0,0.96,1.15,0.51,2.61,1.95,1.54,3.87,7.91,1.0,4.71,5.39,7.83,0.52,3.18,2.0,0.28,4.97,8.45,1.84,1.52,4.05,2.85,2.11,9.79,3.27,1.29,26.14
2/26/2025,7.32,0.44,0.0,12.85,5.76,1.37,3.41,2.04,3.27,2.26,1.53,0.5,0.49,7.31,0.88,15.23,6.11,1.15,1.9,18.57,2.41,1.22,0.49,2.26,2.42,1.55,3.86,7.2,1.06,4.67,5.58,7.05,0.59,3.3,2.01,0.23,6.07,4.05,1.75,1.65,3.99,2.91,1.86,11.11,3.32,1.52,23.72
3/26/2025,6.6,0.51,0.0,10.96,5.57,1.42,3.41,2.04,3.36,2.2,1.48,0.52,0.61,5.95,0.96,14.01,5.75,1.22,2.08,16.98,2.77,1.07,0.51,2.49,2.2,1.69,3.39,6.52,1.17,4.45,5.85,6.6,0.63,3.62,1.84,0.23,5.86,3.92,1.81,1.63,3.78,3.06,2.04,10.31,3.31,1.62,22.22
4/26/2025,7.52,0.44,0.0,10.91,6.14,1.29,3.28,2.11,3.51,2.1,1.86,0.47,0.64,5.63,1.07,12.55,5.77,1.22,2.25,15.71,2.69,1.1,0.56,2.42,2.26,1.79,3.2,7.24,1.06,4.33,6.01,6.5,0.64,3.85,1.73,0.25,5.47,4.6,1.54,1.61,4.43,2.59,2.1,10.04,3.24,1.52,23.59
5/26/2025,6.03,0.55,0.0,11.95,5.65,1.4,3.1,2.23,3.31,2.23,1.75,0.49,0.58,6.3,0.96,13.94,5.55,1.27,2.03,17.4,2.51,1.17,0.54,2.41,2.27,1.78,3.23,6.48,1.18,4.08,6.37,6.42,0.64,4.16,1.6,0.22,6.09,4.37,1.62,1.55,4.39,2.61,1.83,11.49,3.19,1.44,25.02
